time,nitrate,ammonium
2017-05-26 08:27:45,2676.2674007549026,0.0054842666921907654
2017-05-26 08:27:50,3632.9744704848017,0.002767525997864187
2017-05-26 08:27:55,3774.1066047572285,0.0026531364304600057
2017-05-26 08:28:00,3632.9744704848017,0.002780866749846165
2017-05-26 08:28:05,3632.9744704848017,0.0028258021181058056
2017-05-26 08:28:10,3658.805189469963,0.002767525997864187
2017-05-26 08:28:15,3632.9744704848017,0.00310443763037403
2017-05-26 08:28:20,3632.9744704848017,0.0029920671436099613
2017-05-26 08:28:25,3632.9744704848017,0.0030080971446644683
2017-05-26 08:28:30,3649.8773646564982,0.0026816409421492916
2017-05-26 08:28:35,3774.1066047572285,0.0026123422130244506
2017-05-26 08:28:40,3774.1066047572285,0.002696007834691214
2017-05-26 08:28:45,3921.679354367499,0.0026263378375942226
2017-05-26 08:28:50,3774.1066047572285,0.002710451697866331
2017-05-26 08:28:55,3774.1066047572285,0.0027381085706774974
2017-05-26 08:29:00,3774.1066047572285,0.0028409413542121223
2017-05-26 08:29:05,3649.8773646564982,0.002869929715731082
2017-05-26 08:29:10,3632.9744704848017,0.002900763390241855
2017-05-26 08:29:15,3774.1066047572285,0.0026263378375942226
2017-05-26 08:29:20,3632.9744704848017,0.0028258021181058056
2017-05-26 08:29:25,3632.9744704848017,0.002885305365461327
2017-05-26 08:29:30,3632.9744704848017,0.0030714389998218266
2017-05-26 08:29:35,3684.8195667903774,0.0026404084437288626
2017-05-26 08:29:40,3529.737278814573,0.002976122565639033
2017-05-26 08:29:45,3529.737278814573,0.0030878942356313394
2017-05-26 08:29:50,3774.1066047572285,0.0026531364304600057
2017-05-26 08:29:55,3774.1066047572285,0.0026123422130244506
2017-05-26 08:30:00,3632.9744704848017,0.003024213026456764
2017-05-26 08:30:05,3496.26568237945,0.0029920671436099613
2017-05-26 08:30:10,3684.8195667903774,0.002869929715731082
2017-05-26 08:30:15,3667.75485229274,0.0026404084437288626
2017-05-26 08:30:20,3658.805189469963,0.002767525997864187
2017-05-26 08:30:25,3658.805189469963,0.002976122565639033
2017-05-26 08:30:30,3513.3907636534173,0.0031194024518435733
2017-05-26 08:30:35,3504.817763557807,0.0030550714531508935
2017-05-26 08:30:40,3774.1066047572285,0.002710451697866331
2017-05-26 08:30:45,3632.9744704848017,0.002854636002078539
2017-05-26 08:30:50,3632.9744704848017,0.003024213026456764
2017-05-26 08:30:55,3632.9744704848017,0.002767525997864187
2017-05-26 08:31:00,3496.26568237945,0.0030404152490929397
2017-05-26 08:31:05,3504.817763557807,0.0030714389998218266
2017-05-26 08:31:10,3774.1066047572285,0.0026673506100678575
2017-05-26 08:31:15,3774.1066047572285,0.0026673506100678575
2017-05-26 08:31:20,3702.8682050501184,0.0026404084437288626
2017-05-26 08:31:25,3632.9744704848017,0.00310443763037403
2017-05-26 08:31:35,3632.9744704848017,0.002869929715731082
2017-05-26 08:31:40,3632.9744704848017,0.0031361146518686547
2017-05-26 08:31:45,3496.26568237945,0.0029920671436099613
2017-05-26 08:31:50,3702.8682050501184,0.002780866749846165
2017-05-26 08:31:55,3496.26568237945,0.003219307718489388
2017-05-26 08:32:00,3496.26568237945,0.0029920671436099613
2017-05-26 08:32:05,3632.9744704848017,0.002810743558240671
